fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.5;0.59;0.44;2.3;0.07;21;68;1;3.46;0.63;9.5;5
9.9;0.54;0.45;2.3;0.07;16;40;1;3.39;0.62;9.4;5
9.5;0.59;0.44;2.3;0.07;21;68;1;3.46;0.63;9.5;5
9.9;0.54;0.45;2.3;0.07;16;40;1;3.39;0.62;9.4;5
7.8;0.64;0.1;6;0.12;5;11;1;3.37;0.69;10.1;7
7.3;0.67;0.05;3.6;0.11;6;20;1;3.4;0.63;10.1;5
8.3;0.85;0.01;2.2;0.07;5;14;1;3.32;0.58;11;4
8.7;0.48;0.3;2.8;0.07;10;28;1;3.33;0.67;11.2;7
6.7;0.42;0.27;8.6;0.07;24;148;0.99;3.16;0.57;11.3;6
10.7;0.43;0.39;2.2;0.11;8;32;1;2.89;0.5;9.6;5
9.8;0.88;0.25;2.5;0.1;35;155;1;3.41;0.67;11.2;5
15.9;0.36;0.65;7.5;0.1;22;71;1;2.98;0.84;14.9;5
9.4;0.33;0.59;2.8;0.08;9;30;1;3.12;0.54;12;6
8.6;0.47;0.47;2.4;0.07;7;29;1;3.08;0.46;9.5;5
9.7;0.55;0.17;2.9;0.09;20;53;1;3.14;0.61;9.4;5
10.7;0.43;0.39;2.2;0.11;8;32;1;2.89;0.5;9.6;5
12;0.5;0.59;1.4;0.07;23;42;1;2.92;0.68;10.5;7
7.2;0.52;0.07;1.4;0.07;5;20;1;3.32;0.81;9.6;6
7.1;0.84;0.02;4.4;0.1;5;13;1;3.41;0.57;11;4
7.2;0.52;0.07;1.4;0.07;5;20;1;3.32;0.81;9.6;6
7.5;0.42;0.31;1.6;0.08;15;42;1;3.31;0.64;9;5
7.2;0.57;0.06;1.6;0.08;9;27;1;3.36;0.7;9.6;6
10.1;0.28;0.46;1.8;0.05;5;13;1;3.04;0.79;10.2;6
12.1;0.4;0.52;2;0.09;15;54;1;3.03;0.66;10.2;5
9.4;0.59;0.14;2;0.08;25;48;1;3.14;0.56;9.7;5
8.3;0.49;0.36;1.8;0.22;6;16;1;3.18;0.6;9.5;6
11.3;0.34;0.45;2;0.08;6;15;1;2.94;0.66;9.2;6
10;0.73;0.43;2.3;0.06;15;31;1;3.15;0.57;11;5
11.3;0.34;0.45;2;0.08;6;15;1;2.94;0.66;9.2;6
6.9;0.4;0.24;2.5;0.08;30;45;1;3.26;0.58;10;5
8.2;0.73;0.21;1.7;0.07;5;13;1;3.2;0.52;9.5;5
9.8;1.24;0.34;2;0.08;32;151;1;3.15;0.53;9.5;5
8.2;0.73;0.21;1.7;0.07;5;13;1;3.2;0.52;9.5;5
10.8;0.4;0.41;2.2;0.08;7;17;1;3.08;0.67;9.3;6
9.3;0.41;0.39;2.2;0.06;12;31;1;3.26;0.65;10.2;5
10.8;0.4;0.41;2.2;0.08;7;17;1;3.08;0.67;9.3;6
8.6;0.8;0.11;2.3;0.08;12;31;1;3.4;0.48;9.9;5
8.3;0.78;0.1;2.6;0.08;45;87;1;3.48;0.53;10;5
10.8;0.26;0.45;3.3;0.06;20;49;1;3.13;0.54;9.6;5
13.3;0.43;0.58;1.9;0.07;15;40;1;3.06;0.49;9;5
8;0.45;0.23;2.2;0.09;16;29;1;3.21;0.49;10.2;6
8.5;0.46;0.31;2.25;0.08;32;58;1;3.33;0.54;9.8;5
8.1;0.78;0.23;2.6;0.06;5;15;1;3.37;0.56;11.3;5
9.8;0.98;0.32;2.3;0.08;35;152;1;3.25;0.48;9.4;5
8.1;0.78;0.23;2.6;0.06;5;15;1;3.37;0.56;11.3;5
7.1;0.65;0.18;1.8;0.07;13;40;1;3.44;0.6;9.1;5
9.1;0.64;0.23;3.1;0.1;13;38;1;3.28;0.59;9.7;5
7.7;0.66;0.04;1.6;0.04;4;9;1;3.4;0.47;9.4;5
8.1;0.38;0.48;1.8;0.16;5;17;1;3.3;1.05;9.4;5
7.4;1.19;0;4.25;0.1;5;14;1;3.63;0.54;10.7;3
9.2;0.92;0.24;2.6;0.09;12;93;1;3.48;0.54;9.8;5
8.6;0.49;0.51;2;0.42;16;62;1;3.03;1.17;9;5
9;0.48;0.32;2.8;0.08;21;122;1;3.32;0.62;9.4;5
9;0.47;0.31;2.7;0.08;24;125;1;3.31;0.61;9.4;5
5.1;0.47;0.02;1.3;0.03;18;44;0.99;3.9;0.62;12.8;6
7;0.65;0.02;2.1;0.07;8;25;1;3.47;0.67;9.5;6
7;0.65;0.02;2.1;0.07;8;25;1;3.47;0.67;9.5;6
9.4;0.62;0.28;3.2;0.09;18;72;1;3.31;0.53;9.7;5
11.8;0.38;0.55;2.1;0.07;5;19;1;3.11;0.62;10.8;6
10.6;1.02;0.43;2.9;0.08;26;88;1;3.08;0.57;10.1;6
7;0.65;0.02;2.1;0.07;8;25;1;3.47;0.67;9.5;6
7;0.64;0.02;2.1;0.07;9;23;1;3.47;0.67;9.4;6
7.5;0.38;0.48;2.6;0.07;22;84;1;3.32;0.7;9.6;4
9.1;0.77;0.04;1.6;0.08;4;14;1;3.29;0.54;9.7;4
8.4;1.04;0.15;6;0.07;11;54;1;3.37;0.49;9.9;5
7;0.78;0.08;2;0.09;10;19;1;3.4;0.47;10;5
7.4;0.49;0.19;3;0.08;16;37;1;3.37;0.51;10.5;5
7.8;0.55;0.12;2.5;0.07;11;35;1;3.34;0.61;11.6;6
9.7;0.31;0.47;1.6;0.06;13;33;1;3.27;0.66;10;6
10.6;1.03;0.43;2.8;0.08;21;84;1;3.06;0.57;10.1;5
8.9;0.57;0.34;3;0.09;16;112;1;3.38;0.61;9.5;5
8.7;0.69;0;3.2;0.08;13;33;1;3.36;0.45;9.4;5
8;0.43;0.36;2.3;0.08;10;48;1;3.34;0.46;9.4;5
9.9;0.74;0.28;2.6;0.08;21;77;1;3.28;0.51;9.8;5
7.2;0.49;0.18;2.7;0.07;13;34;1;3.29;0.48;9.2;6
8;0.43;0.36;2.3;0.08;10;48;1;3.34;0.46;9.4;5
7.6;0.46;0.11;2.6;0.08;12;49;1;3.21;0.57;10;5
8.4;0.56;0.04;2;0.08;10;22;1;3.22;0.44;9.6;5
7.1;0.66;0;3.9;0.09;17;45;1;3.46;0.54;9.5;5
8.4;0.56;0.04;2;0.08;10;22;1;3.22;0.44;9.6;5
8.9;0.48;0.24;2.85;0.09;35;106;1;3.1;0.53;9.2;5
7.6;0.42;0.08;2.7;0.08;15;48;1;3.21;0.59;10;5
7.1;0.31;0.3;2.2;0.05;36;127;1;2.94;1.62;9.5;5
7.5;1.12;0.1;3.1;0.09;5;12;1;3.54;0.6;11.2;4
9;0.66;0.17;3;0.08;5;13;1;3.29;0.55;10.4;5
8.1;0.72;0.09;2.8;0.08;18;49;1;3.43;0.72;11.1;6
6.4;0.57;0.02;1.8;0.07;4;11;1;3.46;0.68;9.5;5
6.4;0.57;0.02;1.8;0.07;4;11;1;3.46;0.68;9.5;5
6.4;0.87;0.03;3.2;0.07;27;58;1;3.61;0.49;12.7;6
9.5;0.55;0.66;2.3;0.39;12;37;1;3.17;0.67;9.6;5
8.9;0.88;0.13;3.45;0.09;4;14;1;3.44;0.52;11.5;5
7.3;0.84;0.03;2.1;0.09;10;19;1;3.39;0.47;9.6;5
7;0.45;0.34;2.7;0.08;16;72;1;3.55;0.6;9.5;5
7.7;0.56;0.2;2;0.08;9;39;1;3.48;0.62;9.3;5
7.7;0.97;0.1;2.1;0.11;11;22;1;3.26;0.5;9.5;5
7.7;0.97;0.1;2.1;0.11;11;22;1;3.26;0.5;9.5;5
8.2;0.59;0;2.5;0.09;19;58;1;3.5;0.65;9.3;6
9;0.46;0.23;2.8;0.09;28;104;1;3.1;0.56;9.2;5
9;0.69;0;2.4;0.09;19;38;1;3.35;0.6;9.3;5
8.3;0.76;0.29;4.2;0.08;12;16;1;3.45;0.68;11.5;6
9.2;0.53;0.24;2.6;0.08;28;139;1;3.21;0.57;9.5;5
6.5;0.62;0;1.9;0.07;9;18;1;3.46;0.65;9.2;5
11.6;0.41;0.58;2.8;0.1;25;101;1;3.13;0.53;10;5
11.1;0.39;0.54;2.7;0.1;21;101;1;3.13;0.51;9.5;5
7.3;0.51;0.18;2.1;0.07;12;28;1;3.52;0.73;9.5;6
8.2;0.34;0.38;2.5;0.08;12;57;1;3.3;0.47;9;6
8.6;0.33;0.4;2.6;0.08;16;68;1;3.3;0.48;9.4;5
7.2;0.5;0.18;2.1;0.07;12;31;1;3.52;0.72;9.6;6
7.3;0.51;0.18;2.1;0.07;12;28;1;3.52;0.73;9.5;6
8.3;0.65;0.1;2.9;0.09;17;40;1;3.29;0.55;9.5;5
8.3;0.65;0.1;2.9;0.09;17;40;1;3.29;0.55;9.5;5
7.6;0.54;0.13;2.5;0.1;24;66;1;3.39;0.61;9.4;5
8.3;0.65;0.1;2.9;0.09;17;40;1;3.29;0.55;9.5;5
7.8;0.48;0.68;1.7;0.42;14;32;1;3.09;1.06;9.1;6
7.8;0.91;0.07;1.9;0.06;22;47;1;3.51;0.43;10.7;6
6.3;0.98;0.01;2;0.06;15;33;0.99;3.6;0.46;11.2;6
8.1;0.87;0;2.2;0.08;10;31;1;3.25;0.5;9.8;5
8.1;0.87;0;2.2;0.08;10;31;1;3.25;0.5;9.8;5
8.8;0.42;0.21;2.5;0.09;33;88;1;3.19;0.52;9.2;5
9;0.58;0.25;2.8;0.08;9;104;1;3.23;0.57;9.7;5
9.3;0.66;0.26;2;0.1;5;35;1;3.25;0.42;9.6;5
8.8;0.7;0;1.7;0.07;8;19;1;3.31;0.53;10;6
9.3;0.66;0.26;2;0.1;5;35;1;3.25;0.42;9.6;5
9.1;0.68;0.11;2.8;0.09;11;44;1;3.31;0.55;9.5;6
9.2;0.67;0.1;3;0.09;12;48;1;3.31;0.54;9.5;6
8.8;0.59;0.18;2.9;0.09;12;74;1;3.14;0.54;9.4;5
7.5;0.6;0.32;2.7;0.1;13;98;1;3.45;0.62;9.5;5
7.1;0.59;0.02;2.3;0.08;24;94;1;3.55;0.53;9.7;6
7.9;0.72;0.01;1.9;0.08;7;32;1;3.39;0.54;9.6;5
7.1;0.59;0.02;2.3;0.08;24;94;1;3.55;0.53;9.7;6
9.4;0.69;0.26;2.4;0.08;23;143;1;3.28;0.55;9.4;5
9.5;0.57;0.27;2.3;0.08;23;144;1;3.27;0.55;9.4;5
7.9;0.4;0.29;1.8;0.16;1;44;1;3.3;0.92;9.5;6
7.9;0.4;0.3;1.8;0.16;2;45;1;3.31;0.91;9.5;6
7.2;1;0;3;0.1;7;16;1;3.43;0.46;10;5
6.9;0.77;0.18;2.4;0.24;5.5;48;1;3.4;0.6;10.3;6
6.9;0.64;0.17;2.4;0.24;6;18;1;3.4;0.59;10.3;6
8.3;0.43;0.3;3.4;0.08;7;34;1;3.36;0.61;10.5;5
7.1;0.52;0.03;2.6;0.08;21;92;1;3.5;0.6;9.8;5
7;0.57;0;2;0.19;12;45;1;3.31;0.6;9.4;6
6.5;0.46;0.14;2.4;0.11;9;37;1;3.66;0.65;9.8;5
9;0.82;0.05;2.4;0.08;26;96;1;3.36;0.53;10;5
6.5;0.46;0.14;2.4;0.11;9;37;1;3.66;0.65;9.8;5
7.1;0.59;0.01;2.5;0.08;20;85;1;3.55;0.59;9.8;5
9.9;0.35;0.41;2.3;0.08;11;61;1;3.21;0.5;9.5;5
9.9;0.35;0.41;2.3;0.08;11;61;1;3.21;0.5;9.5;5
10;0.56;0.24;2.2;0.08;19;58;1;3.18;0.56;10.1;6
10;0.56;0.24;2.2;0.08;19;58;1;3.18;0.56;10.1;6
8.6;0.63;0.17;2.9;0.1;21;119;1;3.09;0.52;9.3;5
7.4;0.37;0.43;2.6;0.08;18;82;1;3.33;0.68;9.7;6
8.8;0.64;0.17;2.9;0.08;25;130;1;3.23;0.54;9.6;5
7.1;0.61;0.02;2.5;0.08;17;87;1;3.48;0.6;9.7;6
7.7;0.6;0;2.6;0.06;7;13;1;3.38;0.56;10.8;5
10.1;0.27;0.54;2.3;0.07;7;26;1;3.17;0.53;12.5;6
10.8;0.89;0.3;2.6;0.13;7;60;1;2.99;1.18;10.2;5
8.7;0.46;0.31;2.5;0.13;24;64;1;3.1;0.74;9.6;5
9.3;0.37;0.44;1.6;0.04;21;42;1;3.24;0.81;10.8;7
9.4;0.5;0.34;3.6;0.08;5;14;1;3.29;0.52;10.7;6
9.4;0.5;0.34;3.6;0.08;5;14;1;3.29;0.52;10.7;6
7.2;0.61;0.08;4;0.08;26;108;1;3.25;0.51;9.4;5
8.6;0.55;0.09;3.3;0.07;8;17;1;3.23;0.44;10;5
5.1;0.59;0;1.7;0.04;14;86;0.99;3.56;0.94;12.9;7
7.7;0.56;0.08;2.5;0.11;14;46;1;3.24;0.66;9.6;6
8.4;0.52;0.22;2.7;0.08;4;18;1;3.26;0.57;9.9;6
8.2;0.28;0.4;2.4;0.05;4;10;0.99;3.33;0.7;12.8;7
8.4;0.25;0.39;2;0.04;4;10;0.99;3.27;0.71;12.5;7
8.2;0.28;0.4;2.4;0.05;4;10;0.99;3.33;0.7;12.8;7
7.4;0.53;0.12;1.9;0.17;4;12;1;3.26;0.86;9.2;5
7.6;0.48;0.31;2.8;0.07;4;15;1;3.22;0.55;10.3;6
7.3;0.49;0.1;2.6;0.07;4;14;1;3.3;0.47;10.5;5
12.9;0.5;0.55;2.8;0.07;7;24;1;3.09;0.68;10.9;6
10.8;0.45;0.33;2.5;0.1;20;38;1;3.24;0.71;10.8;5
6.9;0.39;0.24;2.1;0.1;4;7;0.99;3.44;0.58;11.4;4
12.6;0.41;0.54;2.8;0.1;19;41;1;3.21;0.76;11.3;6
10.8;0.45;0.33;2.5;0.1;20;38;1;3.24;0.71;10.8;5
9.8;0.51;0.19;3.2;0.08;8;30;1;3.23;0.58;10.5;6
10.8;0.29;0.42;1.6;0.08;19;27;1;3.28;0.73;11.9;6
7.1;0.72;0;2.35;0.07;21;47;1;3.29;0.45;9.4;5
9.1;0.66;0.15;3.2;0.1;9;59;1;3.28;0.54;9.6;5
7;0.69;0;1.9;0.1;9;22;1;3.34;0.6;9.7;5
4.9;0.42;0;2.1;0.05;16;42;0.99;3.71;0.74;14;7
6.7;0.54;0.13;2;0.08;15;36;1;3.61;0.64;9.8;5
6.7;0.54;0.13;2;0.08;15;36;1;3.61;0.64;9.8;5
7.1;0.48;0.28;2.8;0.07;6;16;1;3.24;0.53;10.3;5
7.1;0.46;0.14;2.8;0.08;15;37;1;3.36;0.49;10.7;5
7.5;0.27;0.34;2.3;0.05;4;8;1;3.4;0.64;11;7
7.1;0.46;0.14;2.8;0.08;15;37;1;3.36;0.49;10.7;5
7.8;0.57;0.09;2.3;0.07;34;45;0.99;3.46;0.74;12.7;8
5.9;0.61;0.08;2.1;0.07;16;24;0.99;3.56;0.77;11.1;6
7.5;0.69;0.07;2.5;0.06;5;9;1;3.38;0.55;10.9;4
5.9;0.61;0.08;2.1;0.07;16;24;0.99;3.56;0.77;11.1;6
10.4;0.44;0.42;1.5;0.15;34;48;1;3.38;0.86;9.9;3
11.6;0.47;0.44;1.6;0.15;36;51;1;3.38;0.86;9.9;4
8.8;0.69;0.26;1.6;0.09;16;23;1;3.32;0.47;9.4;5
7.6;0.67;0.1;1.5;0.07;27;55;1;3.39;0.51;9.3;5
6.7;0.28;0.28;2.4;0.01;36;100;0.99;3.26;0.39;11.7;7
6.7;0.28;0.28;2.4;0.01;36;100;0.99;3.26;0.39;11.7;7
10.1;0.31;0.35;1.6;0.08;9;28;1;3.24;0.83;11.2;7
6;0.5;0.04;2.2;0.09;13;26;1;3.46;0.47;10;5
11.1;0.42;0.47;2.65;0.09;9;34;1;3.24;0.77;12.1;7
6.6;0.66;0;3;0.12;21;31;1;3.45;0.63;10.3;5
10.6;0.5;0.45;2.6;0.12;34;68;1;3.23;0.72;10.9;6
7.1;0.69;0.35;2;0.09;9;92;1;3.28;0.62;9.4;5
9.9;0.25;0.46;1.7;0.06;26;42;1;3.18;0.83;10.6;6
6.4;0.64;0.21;1.8;0.08;14;31;1;3.59;0.66;9.8;5
6.4;0.64;0.21;1.8;0.08;14;31;1;3.59;0.66;9.8;5
7.4;0.68;0.16;1.8;0.08;12;39;1;3.5;0.7;9.9;6
6.4;0.64;0.21;1.8;0.08;14;31;1;3.59;0.66;9.8;5
6.4;0.63;0.21;1.6;0.08;12;32;1;3.58;0.66;9.8;5
9.3;0.43;0.44;1.9;0.09;9;22;1;3.28;0.55;9.5;5
9.3;0.43;0.44;1.9;0.09;9;22;1;3.28;0.55;9.5;5
8;0.42;0.32;2.5;0.08;26;122;1;3.22;1.07;9.7;5
9.3;0.36;0.39;1.5;0.08;41;55;1;3.47;0.73;10.9;6
9.3;0.36;0.39;1.5;0.08;41;55;1;3.47;0.73;10.9;6
7.6;0.74;0.02;2.5;0.07;10;14;1;3.51;0.71;11.7;7
9.3;0.36;0.39;1.5;0.08;41;55;1;3.47;0.73;10.9;6
8.2;0.26;0.34;2.5;0.07;16;47;1;3.4;0.78;11.3;7
11.7;0.28;0.47;1.7;0.05;17;32;1;3.15;0.67;10.6;7
6.8;0.56;0.22;1.8;0.07;15;24;0.99;3.4;0.82;11.2;6
7.2;0.62;0.06;2.7;0.08;15;85;1;3.51;0.54;9.5;5
5.8;1.01;0.66;2;0.04;15;88;0.99;3.66;0.6;11.5;6
7.5;0.42;0.32;2.7;0.07;7;25;1;3.24;0.44;10.4;5
7.2;0.62;0.06;2.5;0.08;17;84;1;3.51;0.53;9.7;5
7.2;0.62;0.06;2.7;0.08;15;85;1;3.51;0.54;9.5;5
7.2;0.64;0.07;2.6;0.08;16;86;1;3.51;0.54;9.7;5
6.8;0.49;0.22;2.3;0.07;13;24;0.99;3.41;0.83;11.3;6
6.9;0.51;0.23;2;0.07;13;22;0.99;3.4;0.84;11.2;6
6.8;0.56;0.22;1.8;0.07;15;24;0.99;3.4;0.82;11.2;6
7.6;0.63;0.03;2;0.08;27;43;1;3.44;0.64;10.9;6
7.7;0.72;0.01;2.1;0.06;31;43;0.99;3.41;0.57;11.8;6
6.9;0.56;0.03;1.5;0.09;36;46;1;3.53;0.57;10.6;5
7.3;0.35;0.24;2;0.07;28;48;1;3.43;0.54;10;4
9.1;0.21;0.37;1.6;0.07;6;10;1;3.23;0.58;11.1;7
10.4;0.38;0.46;2.1;0.1;6;10;1;3.12;0.65;11.8;7
8.8;0.31;0.4;2.8;0.11;7;16;1;3.31;0.79;11.8;7
7.1;0.47;0;2.2;0.07;7;14;1;3.4;0.58;10.9;4
7.7;0.72;0.01;2.1;0.06;31;43;0.99;3.41;0.57;11.8;6
8.8;0.61;0.19;4;0.09;30;69;1;3.22;0.5;10;6
7.2;0.6;0.04;2.5;0.08;18;88;1;3.53;0.55;9.5;5
9.2;0.56;0.18;1.6;0.08;10;21;1;3.15;0.49;9.9;5
7.6;0.72;0;2.1;0.07;30;35;1;3.48;0.65;11.4;6
8.4;0.31;0.29;3.1;0.19;14;26;1;3.22;0.78;12;6
7.2;0.6;0.04;2.5;0.08;18;88;1;3.53;0.55;9.5;5
8.8;0.61;0.19;4;0.09;30;69;1;3.22;0.5;10;6
8.9;0.75;0.14;2.5;0.09;9;30;1;3.34;0.64;10.5;5
9;0.8;0.12;2.4;0.08;8;28;1;3.33;0.65;10.4;6
10.7;0.52;0.38;2.6;0.07;29;56;1;3.15;0.79;12.1;7
6.8;0.57;0;2.5;0.07;32;64;0.99;3.43;0.56;11.2;6
10.7;0.9;0.34;6.6;0.11;23;99;1;3.22;0.68;9.3;5
7.2;0.34;0.24;2;0.07;30;52;1;3.44;0.58;10.1;5
7.2;0.66;0.03;2.3;0.08;16;86;1;3.53;0.57;9.7;5
10.1;0.45;0.23;1.9;0.08;10;18;1;3.22;0.65;9.3;6
7.2;0.66;0.03;2.3;0.08;16;86;1;3.53;0.57;9.7;5
7.2;0.63;0.03;2.2;0.08;17;88;1;3.53;0.58;9.8;6
7.1;0.59;0.01;2.3;0.08;27;43;1;3.42;0.58;10.7;6
8.3;0.31;0.39;2.4;0.08;17;43;0.99;3.31;0.77;12.5;7
7.1;0.59;0.01;2.3;0.08;27;43;1;3.42;0.58;10.7;6
8.3;0.31;0.39;2.4;0.08;17;43;0.99;3.31;0.77;12.5;7
8.3;1.02;0.02;3.4;0.08;6;11;1;3.48;0.49;11;3
8.9;0.31;0.36;2.6;0.06;10;39;1;3.4;0.69;11.8;5
7.4;0.64;0.1;2.4;0.08;16;33;1;3.58;0.69;10.8;7
7.4;0.64;0.1;2.4;0.08;16;33;1;3.58;0.69;10.8;7
6.8;0.59;0.06;6;0.06;11;18;1;3.41;0.59;10.8;7
6.8;0.59;0.06;6;0.06;11;18;1;3.41;0.59;10.8;7
9.2;0.58;0.2;3;0.08;15;115;1;3.23;0.59;9.5;5
7.2;0.54;0.27;2.6;0.08;12;78;1;3.39;0.71;11;5
6.1;0.56;0;2.2;0.08;6;9;0.99;3.59;0.54;11.5;6
7.4;0.52;0.13;2.4;0.08;34;61;1;3.43;0.59;10.8;6
7.3;0.31;0.39;1.2;0.06;7;11;0.99;3.29;0.52;11.5;6
9.3;0.38;0.48;3.8;0.13;3;11;1;3.23;0.57;13.2;6
9.1;0.28;0.46;9;0.11;3;9;1;3.18;0.6;10.9;6
10;0.46;0.44;2.9;0.07;4;8;1;3.33;0.62;12.2;6
9.4;0.4;0.46;4.6;0.09;3;10;1;3.27;0.64;12.2;7
7.3;0.31;0.39;1.2;0.06;7;11;0.99;3.29;0.52;11.5;6
8.6;0.32;0.4;2.2;0.08;3;6;1;3.27;0.67;11.9;6
5.3;0.72;0.19;1.5;0.16;7;62;0.99;3.62;0.61;11;5
6.8;0.41;0.31;8.8;0.08;26;45;1;3.38;0.64;10.1;6
8.4;0.36;0.32;2.2;0.08;32;79;1;3.3;0.72;11;6
8.4;0.62;0.12;1.8;0.07;38;46;1;3.38;0.89;11.8;6
9.6;0.41;0.37;2.3;0.09;10;23;1;3.24;0.56;10.5;5
8.4;0.36;0.32;2.2;0.08;32;79;1;3.3;0.72;11;6
8.4;0.62;0.12;1.8;0.07;38;46;1;3.38;0.89;11.8;6
6.8;0.41;0.31;8.8;0.08;26;45;1;3.38;0.64;10.1;6
8.6;0.47;0.27;2.3;0.06;14;28;1;3.18;0.8;11.2;5
8.6;0.22;0.36;1.9;0.06;53;77;1;3.47;0.87;11;7
9.4;0.24;0.33;2.3;0.06;52;73;1;3.47;0.9;10.2;6
8.4;0.67;0.19;2.2;0.09;11;75;1;3.2;0.59;9.2;4
8.6;0.47;0.27;2.3;0.06;14;28;1;3.18;0.8;11.2;5
8.7;0.33;0.38;3.3;0.06;10;19;0.99;3.3;0.73;12;7
6.6;0.61;0.01;1.9;0.08;8;25;1;3.69;0.73;10.5;5
7.4;0.61;0.01;2;0.07;13;38;1;3.48;0.65;9.8;5
7.6;0.4;0.29;1.9;0.08;29;66;1;3.45;0.59;9.5;6
7.4;0.61;0.01;2;0.07;13;38;1;3.48;0.65;9.8;5
6.6;0.61;0.01;1.9;0.08;8;25;1;3.69;0.73;10.5;5
8.8;0.3;0.38;2.3;0.06;19;72;1;3.39;0.72;11.8;6
8.8;0.3;0.38;2.3;0.06;19;72;1;3.39;0.72;11.8;6
12;0.63;0.5;1.4;0.07;6;26;1;3.07;0.6;10.4;4
7.2;0.38;0.38;2.8;0.07;23;42;0.99;3.34;0.72;12.9;7
6.2;0.46;0.17;1.6;0.07;7;11;0.99;3.61;0.54;11.4;5
9.6;0.33;0.52;2.2;0.07;13;25;1;3.36;0.76;12.4;7
9.9;0.27;0.49;5;0.08;9;17;0.99;3.19;0.52;12.5;7
10.1;0.43;0.4;2.6;0.09;13;52;1;3.22;0.64;10;7
9.8;0.5;0.34;2.3;0.09;10;45;1;3.24;0.6;9.7;7
8.3;0.3;0.49;3.8;0.09;11;24;0.99;3.27;0.64;12.1;7
10.2;0.44;0.42;2;0.07;7;20;1;3.14;0.79;11.1;7
10.2;0.44;0.58;4.1;0.09;11;24;1;3.29;0.99;12;7
8.3;0.28;0.48;2.1;0.09;6;12;0.99;3.26;0.62;12.4;7
8.9;0.12;0.45;1.8;0.08;10;21;1;3.41;0.76;11.9;7
8.9;0.12;0.45;1.8;0.08;10;21;1;3.41;0.76;11.9;7
8.9;0.12;0.45;1.8;0.08;10;21;1;3.41;0.76;11.9;7
8.3;0.28;0.48;2.1;0.09;6;12;0.99;3.26;0.62;12.4;7
8.2;0.31;0.4;2.2;0.06;6;10;1;3.31;0.68;11.2;7
10.2;0.34;0.48;2.1;0.05;5;9;0.99;3.2;0.69;12.1;7
7.6;0.43;0.4;2.7;0.08;6;11;1;3.44;0.54;12.2;6
8.5;0.21;0.52;1.9;0.09;9;23;1;3.36;0.67;10.4;5
9;0.36;0.52;2.1;0.11;5;10;1;3.31;0.62;11.3;6
9.5;0.37;0.52;2;0.09;12;51;1;3.29;0.58;11.1;6
6.4;0.57;0.12;2.3;0.12;25;36;1;3.47;0.71;11.3;7
8;0.59;0.05;2;0.09;12;32;1;3.36;0.61;10;5
8.5;0.47;0.27;1.9;0.06;18;38;1;3.16;0.85;11.1;6
